(2020, 1, 4)
(2020, 1, 5)
(2020, 1, 7)
(2020, 2, 1)
(2020, 2, 2)
(2020, 2, 3)
(2020, 2, 4)
(2020, 2, 5)
(2020, 2, 6)
(2020, 2, 7)
(2020, 3, 3)
(2020, 3, 5)
(2020, 4, 1)
(2020, 4, 2)
(2020, 4, 3)
(2020, 4, 4)
(2020, 4, 5)
(2020, 4, 6)
(2020, 4, 7)
(2020, 5, 1)
(2020, 5, 2)
(2020, 5, 3)
(2020, 5, 4)
(2020, 5, 5)
(2020, 5, 6)
(2020, 5, 7)
(2020, 6, 1)
(2020, 6, 2)
(2020, 6, 3)
(2020, 6, 4)
(2020, 6, 5)
(2020, 6, 6)
(2020, 6, 7)
(2020, 7, 1)
(2020, 7, 2)
(2020, 7, 3)
(2020, 7, 4)
(2020, 7, 5)
(2020, 7, 6)
(2020, 7, 7)
(2020, 8, 1)
(2020, 8, 2)
(2020, 8, 3)
(2020, 8, 4)
(2020, 8, 5)
(2020, 8, 6)
(2020, 8, 7)
(2020, 9, 1)
(2020, 9, 2)
(2020, 9, 3)
(2020, 9, 4)
(2020, 9, 5)
(2020, 9, 6)
(2020, 9, 7)
(2020, 10, 1)
(2020, 10, 2)
(2020, 10, 3)
(2020, 10, 4)
(2020, 10, 5)
(2020, 10, 6)
(2020, 10, 7)
(2020, 11, 1)
(2020, 11, 2)
(2020, 11, 3)
(2020, 11, 4)
(2020, 11, 5)
(2020, 11, 6)
(2020, 11, 7)
(2020, 12, 1)
(2020, 12, 2)
(2020, 12, 3)
(2020, 12, 4)
(2020, 12, 5)
(2020, 12, 6)
(2020, 12, 7)
(2020, 13, 1)
(2020, 13, 2)
(2020, 13, 3)
(2020, 13, 4)
(2020, 13, 5)
(2020, 13, 6)
(2020, 13, 7)
(2020, 14, 1)
(2020, 14, 2)
(2020, 14, 3)
(2020, 14, 4)
(2020, 14, 5)
(2020, 14, 6)
(2020, 14, 7)
(2020, 15, 1)
(2020, 15, 2)
(2020, 15, 3)
(2020, 15, 4)
(2020, 15, 5)
(2020, 15, 6)
(2020, 15, 7)
(2020, 16, 1)
(2020, 16, 2)
(2020, 16, 3)
(2020, 16, 4)
(2020, 16, 5)
(2020, 16, 6)
(2020, 16, 7)
(2020, 17, 1)
(2020, 17, 2)
(2020, 17, 3)
(2020, 17, 4)
(2020, 17, 5)
(2020, 17, 6)
(2020, 17, 7)
(2020, 18, 1)
(2020, 18, 2)
(2020, 18, 3)
(2020, 18, 4)
(2020, 18, 5)
(2020, 18, 6)
(2020, 18, 7)
(2020, 19, 1)
(2020, 19, 2)
