NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
2568,ACAPS_2568,ACAPS,5071,EMRO,Egypt,EGY,818,national,,Governance and socio-economic measures,,Economic measures,8.3,Other measures,,Financial packages,No,,,"On March 29, the Central Bank of Egypt announced a temporary daily cash withdrawal limits of 10,000 Egyptian pounds (USD 636) for individuals and 50,000 Egyptian pounds (USD 3184) for companies. ATM withdrawals are capped at 5000 Egyptian pounds (USD 318). The bank also encouraged the use of digital bank transfers and electronic payments to reduce contact and exposure. Associated fees have been waived.",Not applicable,Introduction / extension of measures,GardaWorld,Media,https://www.garda.com/crisis24/news-alerts/330081/egypt-government-to-ban-ramadan-gatherings-due-to-covid-19-april-7-update-14,,2020-03-29,,2020-04-14,9261
14246,GPHIN02355,GPHIN,2355,EMRO,Egypt,EGY,818,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Passengers who have been in Bahrain, China, Taiwan, Hong Kong, Iran, Iraq, Italy, Japan, South Korea, Kuwait, Macao, Malaysia, Singapore, Thailand or Vietnam must fill in a health card with their full name, detailed address, nationality, flight number, full route, date of arrival, and telephone number. They will be monitored by the General Quarantine Administration for the following 14 days.",,,,Media,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-03-02,,2020-03-02,9261
23619,OxCGRT1581,OxCGRT,OXCGRT005542,EMRO,Egypt,EGY,818,national,,,,H4 - emergency investment in healthcare,8.3,Other measures,,Financial packages,,63690000,,"Separately, the government said it was allocating one billion Egyptian pounds ($63.69 million) to the health ministry to help it provide supplies.  https://en.qantara.de/content/egypt-declares-two-week-curfew-to-counter-coronavirus",,,,,,,2020-03-21,,,9261
2569,ACAPS_2569,ACAPS,7655,EMRO,Egypt,EGY,818,national,,Movement restrictions,,Curfews,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,No,,,"extended until further notice and will now begin an hour later, at 8:00 pm, and go until 6:00 am.",Not available,Introduction / extension of measures,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,,2020-04-23,,2020-04-26,9261
9149,CDC_ITF_63,CDC_ITF,CDC-ITF-EG-00004,EMRO,Egypt,EGY,818,other,,,Travel restrictions,Travel advisories,5.1,International travel measures,,Providing travel advice or warning,,,,. The Egypt’s Consumer Protection Agency (CPA) on 27 February ordered to oblige travel agencies and airlines organizing Umrah pilgrimage or visits to the Prophet's Mosque in the western city of Medina to promptly refund fees of bookings to their customers. The CPA warned citizens against entering into agreements with fake travel agencies to get visas to go to Saudi Arabia.,,Impose,,,https://www.egypttoday.com/Article/1/82095/Egypt-s-travel-agencies-to-refund-Umrah-fees-after-Saudi,,2020-02-28,,2020-04-14,9261
18305,GPHIN05248,GPHIN,5248,EMRO,Egypt,EGY,818,national,,,,TRADE BANS,8.4,Other measures,Communications and engagement,,,,,"Since 31 March, Egyptians returning to their country are obliged to sign a written acknowledgement for a mandatory quarantine in efforts to curb the spread of the coronavirus (COVID-19). The policy applies to citizen passengers of government-chartered flights, and the quarantine will take place at hotels at the passenger's own expense, however, Medical services will be provided free of charge.
Grounding of international flights, first established on 19 March, have been extended on 1 April, for two weeks.  
Egyptian authorities closed several hospitals on 29 March, to disinfect facilities after staff became infected with COVID-19. The affected hospitals include al-Salam hospital, the Alexandria University Hospital (north), and al-Shorouk Hospital in Cairo.
Several villages across a variety of governorates have been placed under quarantine as of 28 March, in Upper Egypt due to the amount of local transmissions.
The Central Bank of Egypt encouraged the use of digital bank transfers and electronic payments to reduce contact and exposure. 
A nighttime curfew entered into effect on 25 March for two weeks, from 19:00 to 06:00 (local time) each night. Public transportation will be halted, and most public services and government offices will be closed to the public during the curfew. Schools and universities will be closed from 14 March until 12 April. Shops and malls, with the exception of groceries, bakeries, and pharmacies, will be closed on Fridays and Saturdays.",,,,Media,https://www.garda.com/crisis24/news-alerts/328116/egypt-citizens-to-be-quarantined-upon-arrival-march-31-update-13,,2020-04-06,,2020-04-06,9261
23641,OxCGRT1603,OxCGRT,OXCGRT005570,EMRO,Egypt,EGY,818,national,,,,H3 - contact tracing - 2,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,Traditional,,,"Significant work is being done, especially in the areas of early detection, laboratory testing, isolation, contact tracing and referral of patients   LINK: https://web.archive.org/web/20200411202711/http://www.emro.who.int/media/news/who-delegation-concludes-covid-19-technical-mission-to-egypt.html",,,,,,,2020-04-18,,,9261
9154,CDC_ITF_68,CDC_ITF,CDC-ITF-EG-00009,EMRO,Egypt,EGY,818,national,,,Travel restrictions,travel bans/border closures,5.9,International travel measures,,Closing international land borders,,,,Passener flights are suspended to and from its airports,,Impose,,,http://www.xinhuanet.com/english/2020-03/18/c_138889043.htm,,2020-03-17,,2020-04-14,9261
20291,GPHIN06329,GPHIN,6329,EMRO,Egypt,EGY,818,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,Egypt starts treating 50 COVID-19 patients with Japanese antiviral drug Avigan. Minister of Higher Education and Scientific Research Khaled Abdel Ghaffar said the ministry has managed to communicate with the Japanese manufacturer of the antiviral drug Avigan to treat patients with coronavirus (COVID-19).,,,,Media,,,2020-04-17,,2020-04-17,9261
2573,ACAPS_2573,ACAPS,9046,EMRO,Egypt,EGY,818,national,,Social distancing,,Public services closure,4,Social and physical distancing measures,,,No,,,"extended: Museums, movie theatres, shopping centres will remain closed until further notice.",,Introduction / extension of measures,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,,2020-04-28,,2020-05-05,9261
23643,OxCGRT1605,OxCGRT,OXCGRT005575,EMRO,Egypt,EGY,818,national,,,,C7 - restrictions on internal movement - 2,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,1,,,"Restrictions on movement during the night were reduced by an hour, allowing the return of some crucial government services, as the country prepared to mark the start of Ramadan. From Friday, restrictions on movements will start at 9pm, instead of 8pm, and will still end at 6am  /web/20200426111232/https://www.thenational.ae/world/mena/coronavirus-egypt-eases-some-lockdown-measures-1.1010348",Required,,,,,,2020-04-23,,,9261
23612,OxCGRT1574,OxCGRT,OXCGRT005537,EMRO,Egypt,EGY,818,national,,,,C2 - workplace closing - 3,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,0,,,"Reuters reported that, on the 19th of March, Egypt said it would shut all cafes, shopping malls, sports clubs and nightclubs from 7 p.m. until 6 a.m. local time every night until March 31. However, the government said supermarkets, pharmacies, bakeries and neighbourhood corner stores were exempt from the closure. It has also moved to cut the number of public sector employees reporting to work in an effort to discourage crowding and slow the spread of the disease.  Source: https://www.reuters.com/article/us-health-coronavirus-egypt/egypt-to-shut-all-cafes-malls-sports-clubs-in-evenings-until-march-31-idUSKBN2163H8     Furthermore, according to Alarabiya Markets, 10 out of 17 multinational or Egyptian companies listed in the Egyptian Stock Exchange are preparing their staff to transition to work from home. Source: https://www.alarabiya.net/ar/aswaq/companies/2020/03/16/????-?????????-???????-???????-?????-?????-??????.html    Similarly, across the public sector, the government has started to reduce the capacity of staff. For example, the Parliament has asked 50% of its staff to work from home. Source: https://www.shorouknews.com/news/view.aspx?cdate=16032020&id=ba52ec71-1704-48e1-8ced-eae713ff507f",Required,,,,,,2020-03-16,,,9261
23626,OxCGRT1588,OxCGRT,OXCGRT005552,EMRO,Egypt,EGY,818,national,,,,C6 - shelter-in-place and home confinement orders - 2,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,1,,,"Message lit up on the pyramids The message, displayed in both English and Arabic, read “Stay Home…Stay Safe, Thank You to Those Keeping Us Safe. The message is also meant to salute security personnel deployed during the curfew, and urges Egyptians to stay home and practice social distancing to fight the coronavirus outbreak.  /web/20200426113508/https://egyptindependent.com/stay-home-stay-safe-egypt-lights-up-great-pyramid-of-giza-with-message-of-solidarity/",Required,,,,,,2020-03-31,,,9261
11146,GPHIN00155,GPHIN,155,EMRO,Egypt,EGY,818,national,,,,REPATRIATION,10,Not of interest,Not of interest,Not of interest,,,,"The Egyptian ambassador to China contacted the Chinese authorities to get permission for returning the Egyptians who want to go back home and leave the city. The cabinet called upon all Egyptians who want to leave the city to call the embassy on 01065322541 or send an e-mail on egy.emb_bejjing@mfa.gov.eg , besides the other various ways of contacts on the social media platforms. Minister of Health on 30 January stated that a quarantine will be established for only the Egyptian expats who will come back from Wuhan, adding that they will quarantined for 14 days.
The Egyptian Health Ministry spokesman stressed the readiness of all quarantine departments at the various entry points to the country. All travelers from the areas where the disease was reported undergo a medical inspection at the entry points, suspected cases would be immediately isolated.",,,,Media,https://www.egypttoday.com/Article/1/81138/Sisi-directs-gov’t-to-take-measures-for-return-of-Egyptians,,2020-01-31,,2020-01-31,9261
16006,GPHIN03780,GPHIN,3780,EMRO,Egypt,EGY,818,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,The Egyptian Health Ministry’s Central Department of Laboratories will open 13 official laboratories across Egypt’s governorates for PCR lab tests.,,,,Media,,,2020-03-18,,2020-03-18,9261
2548,ACAPS_2548,ACAPS,795,EMRO,Egypt,EGY,818,national,,Movement restrictions,,International flights suspension,5.7,International travel measures,,Suspending or restricting international flights,No,,,Air traffic suspended.,,Introduction / extension of measures,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it,,2020-03-19,,2020-03-17,9261
23629,OxCGRT1591,OxCGRT,OXCGRT005553,EMRO,Egypt,EGY,818,national,,,,H1 - public information campaign -2,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,1,,,The Egyptian government has launched an information campaign 'Stay at Home' to raise awareness about COVID-19 urging citizens to follow the social distancing advice. The Ministry of Health has also established a dedicated COVID-19 hotline to answer any queries from the public.       Source (in Arabic): https://news.un.org/ar/story/2020/03/1051932,,,,,,,2020-04-01,,,9261
23614,OxCGRT1576,OxCGRT,OXCGRT005540,EMRO,Egypt,EGY,818,national,,,,C5 - close public transport - 2,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,1,,,The Egyptian government has announced the suspension of public transport across the country for two weeks starting from the 25th of March 2020.     Source: Al Jazeera Arabic,Required,,,,,,2020-03-19,,,9261
14840,GPHIN02840,GPHIN,2840,EMRO,Egypt,EGY,818,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,An Egyptian Health Ministry statement on 6 March reported 12 new cases of the novel coronavirus among workers aboard a Nile cruise boat heading from Aswan to Luxor. Authorities were alerted after it was found that a Taiwanese tourist of “American origin” who traveled on the ship had caused the virus to spread. The 12 workers were quarantined after they were suspected of contracting the coronavirus and tested positive on the last day of their 14-day isolation.,,,,Media,https://www.arabnews.com/node/1637716/middle-east,,2020-03-06,,2020-03-06,9261
14224,GPHIN02340,GPHIN,2340,EMRO,Egypt,EGY,818,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,Egypt's President called for launching awareness campaigns to guide Egyptians and provide them with the necessary information. He headed to the Chinese capital Beijing to convey solidarity with China in combating the novel coronavirus.,,,,Media,https://aawsat.com/english/home/article/2158316/more-coronavirus-cases-arab-world-jordan-tunisia-announce-1st-patients,,2020-03-02,,2020-03-02,9261
14037,GPHIN02178,GPHIN,2178,EMRO,Egypt,EGY,818,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,The Egyptian embassy in Kuwait on 28 February called its nationals to be vigilant and avoid crowded places in the Gulf State where the number of infected cases with deadly coronavirus is increasing. The embassy also asked the community to follow the necessary health and preventive guidelines amid the increasing number of coronavirus cases across the region.,,,,Media,https://www.egypttoday.com/Article/1/82100/Egypt-calls-on-nationals-in-Kuwait-to-be-vigilant-avoid,,2020-02-28,,2020-02-28,9261
16322,GPHIN03999,GPHIN,3999,EMRO,Egypt,EGY,818,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"Egypt on Saturday 21 March ordered its mosques and churches to shut their doors to worshippers in an effort to curb the spread of the coronavirus, after calls for the government to follow other neighbouring Muslim countries.",,,,Media,https://www.middleeastmonitor.com/20200321-egypt-shuts-mosques-and-churches-over-coronavirus-fears/,,2020-03-22,,2020-03-22,9261
21787,IHR_612,IHR,389,EMRO,Egypt,EGY,818,national,,International Travel,,flight_restriction multiple_country,5.7,International travel measures,,Suspending or restricting international flights,,,,,,,,,,,2020-03-20,,,9261
23617,OxCGRT1579,OxCGRT,OXCGRT005542,EMRO,Egypt,EGY,818,national,,,,C3 - cancel public events - 2,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",1,,,"The Ministry of Awqaf of Egypt is one of the ministries in the Egyptian government and is in charge of religious endowments. The Ministry has decided on the 21st of March to suspend public prayers (including Friday prayers) in all the mosques of the country for two weeks.       Similarly, the Coptic church of Egypt has announced the closure of all churches across the country for a period of two weeks starting from the 21st of March.       Source: BBC Arabic, https://www.bbc.com/arabic/middleeast-51988115",Required,,,,,,2020-03-21,,,9261
2553,ACAPS_2553,ACAPS,1171,EMRO,Egypt,EGY,818,national,,Social distancing,,Public services closure,4,Social and physical distancing measures,,,No,,,All large public events,,Introduction / extension of measures,gov.uk,Government,https://www.gov.uk/foreign-travel-advice/egypt/coronavirus,,2020-03-15,,2020-03-20,9261
